bar_code,title,price,cost_price,count
5742,"Пивной напиток ""Жатецкий Гусь Черный"" (""Zatecky Gus Cerny"") Бут, СПб",70.0,0.0,29.0
5743,"Пиво светлое ""Немецкий рецепт - нефильтрованное"" нефильтрованное осветленное пастеризованное 0,5 л С",60.0,0.0,6.0
1649,"Пиво светлое ""ЖИГУЛЕВСКОЕ традиционное"" 1л. Ж/Б",110.0,0.0,5.0
2162,"Пиво светлое пастеризованное ""Крушовице Светле"", алк. 4.2 % об. Стеклянная бутылка вместимистью 0.5 ",70.0,0.0,20.0
1312371,"Пиво светлое ""ОХОТА КРЕПКОЕ"". Пастеризованное. Алк. 8,1 % об. Стеклянная бутылка вместимостью 0,45 л",57.0,0.0,37.0
3191,СИДР фруктовый ароматизированный газированный жемчужный «БЛЕЙЗЕР» («BLAZER») со вкусом яблока-бузины,70.0,0.0,6.0
4217,"Пиво светлое (пастеризованное) ""Жатецкий Гусь"" (""Zatecky Gus"") в бут,Ярославль",68.0,0.0,20.0
4218,"Пиво светлое (пастеризованное) ""Жигулевское"" ПЭТ,Ярославль",135.0,0.0,24.0
4219,"Пиво светлое (пастеризованное) ""Жигулевское"" в ПЭТ,Тула",135.0,0.0,6.0
4220,"Пиво светлое (непастеризованное) ""Жигулевское Фирменное Живое"" Бут, Тула",66.0,0.0,10.0
1657474,"Пиво светлое пастеризованное «Окское бочковое», алк. 4,7 % об. Стеклянная бутылка вместимостью 0,45 ",45.0,0.0,176.0
2221195,Сидр БЛЕЙЗЕР джин-тоник.,70.0,0.0,6.0
1225752,"Пиво ""Пенное пшеничное"". Стекло",57.0,0.0,135.0
1467028,"Пиво светлое пастеризованное ""Чебоксарское"". Стекло",53.12,0.0,80.0
1831062,"Пиво Приятель ""Суперкрепкое""",140.0,0.0,42.0
26775,Сидр фруктовый ароматизированный газированный жемчужный «МАРТИ РЭЙ» («MARTY RAY») со вкусом вишни».,86.0,0.0,6.0
26778,Сидр фруктовый ароматизированный газированный жемчужный «МАРТИ РЭЙ» («MARTY RAY») со вкусом тропичес,86.0,0.0,6.0
11931,"Пиво светлое (пастеризованное) ""Балтика экспортное""№7 в бут,Ярославль",66.0,0.0,81.0
11932,"Пиво светлое (непастеризованное) ""Жигулевское Фирменное Живое"" ПЭТ,Ярославль",160.0,0.0,3.0
26782,"Пиво светлое пшеничное ""Амстел"" нефильтрованное осветлённое пастеризованное. алк. 5.1% об. Стеклянна",67.0,0.0,1.0
1463455,"Пиво светлое «Охота крепкое». Пастеризованное, алк. 8,1 % об. Металлическая банка вместимостью 0.45 ",57.0,0.0,99.0
1538722,"Пиво светлое «ОКСКОЕ ЖИВОЕ». Непастеризованное, алк. 4,7 % об. Металлическая банка вместимостью 0.45",45.0,0.0,163.0
1538723,"Пиво светлое пастеризованное «Окское бочковое», алк. 4,7 % об. Металлическая банка вместимостью 0.45",45.0,0.0,398.0
1706,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""РУСИЧ КРЕПКОЕ"", алк. 7.1 % об. ПЭТФ-бутылка вместимостью 1.4 л_VG",135.0,0.0,54.0
1217709,"Пиво ""Большая Кружка Светлое"" ПЭТ, Ярославль",105.0,0.0,23.0
7344,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""АМСТЕЛ ПРЕМИУМ ПИЛСЕНЕР"", алк. 4.8 % об. Стеклянная бутылка вместимост",62.0,0.0,23.0
1168056,Пиво светлое «Английский Эль»,98.0,0.0,0.0
8891,"Пиво светлое (пастеризованное) ""Янтарное"" под товарным знаком ""ЯРПИВО"" ПЭТ,Ярославль",143.0,0.0,8.0
1113276,"Пиво светлое (пастеризованное) ""Балтика крепкое"" №9 в бут,Ярославль",63.0,0.0,1.0
1174723,"Пиво светлое пшеничное ""Австрийский рецепт - белое"" пастеризованное 0,5 л Стекло",60.0,0.0,6.0
1112780,"Пиво светлое ""Горьковское"" ПЭТ,Ярославль",119.090909091,0.0,105.0
5837,"Пиво светлое пастеризованное ""Туборг Грин"" (""Tuborg Green"") ж/б,Ярославль",75.0,0.0,32.0
1571,"Пиво светлое ""Немецкое""",93.0,0.0,2.0
1227476,Сидр фруктовый ароматизированный газированный жемчужный «МАРТИ РЭЙ» («MARTY RAY») со вкусом виски и ,86.0,0.0,6.0
7118038,"Амстел Премиум Пилсенер, бутылка 0.45л_VG",63.0,0.0,0.0
1239774,"Пиво ""Кер сари светлое"". Стекло",57.0,0.0,49.0
2273,"Пиво светлое (пастеризованное) ""Балтика экспортное""№7 в ж/б,Самара",120.0,0.0,10.0
2274,"Пиво светлое (пастеризованное) ""Балтика классическое"" №3 в ж/б,Самара",104.0,0.0,9.0
238,"Пиво светлое (пастеризованное) ""Балтика классическое"" №3 в ж/б,Тула",104.0,0.0,10.0
5796466,"""Арсенальное Крепкое"" ПЭТ,Ярославль",125.0,0.0,0.0
2924793,"""ТРЕХСОСЕНСКОЕ светлое Живое"" 0,5 л. с/б",58.0,0.0,12.0
1548540,"Пиво светлое пастеризованное «Крушовице светле», алк. 4,2% об. Металлическая банка вместимостью 0,45",70.0,0.0,12.0
9477,"Пиво светлое ""Охота крепкое"". Пастеризованное, алк. 8.1 % об. ПЭТФ-бутылка вместимостью 1,0 л_HB",103.0,0.0,18.0
264,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""ОХОТА КРЕПКОЕ"", алк. 8.1 % об. ПЭТФ-бутылка вместимостью 1.4 л_VG",140.0,0.0,26.0
1836,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""ТРИ МЕДВЕДЯ"", алк. 4.7 % об. ПЭТФ-бутылка вместимостью 1.4 л_VG",121.25,0.0,27.0
778,"Пиво темное пастеризованное ""Бархатное Фирменное"" в ПЭТ,Тула",170.0,0.0,6.0
6328587,"«Амстел Премиум» банка 0,45 л_VG",62.1935483871,0.0,38.0
35599,"Пиво светлое ""Охота крепкое"". Пастеризованное, алк. 8,1% об. ПЭТФ-бутылка вместимостью 1,4 л_PT",140.0,0.0,18.0
6291217,"""АМСТЕЛ ПРЕМИУМ"" бутылка 0,5 л_VG",62.0,0.0,33.0
289,"Пиво светлое (пастеризованное) ""Балтика крепкое"" №9 в ж/б,Тула",63.0,0.0,16.0
1745187,"Пиво светлое «Русич крепкое». Пастеризованное, алк. 7,1% об. Стеклянная бутылка вместимостью 0,45 л_",57.0,0.0,100.0
1418028,"ПИВО СВЕТЛОЕ НЕПАСТЕРИЗОВАННОЕ ""ШИХАН ЖИВОЕ"", алк. 4.7% об. ПЭТ бутылка вместимостью 1,4 л_SH",125.0,0.0,14.0
302,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""ОКСКОЕ БОЧКОВОЕ"", алк. 4.7 % об. ПЭТФ-бутылка вместимостью 1.4 л_VG",116.0,0.0,106.0
1734959,"Пиво светлое «Шихан Гречневое» пастеризованное, алк. 4,7% об. ПЭТФ-бутылка вместимостью 1,4 л_SH",127.0,0.0,19.0
1215284,"Пиво ""Кер сари светлое"". ПЭТ",140.0,0.0,12.0
1180992,"Пиво светлое ""Булгарпиво белое пшеничное""",90.0,0.0,2.0
2245452,"ПИВО ""ОКСКОЕ БОЧКОВОЕ"", ПЭТФ 1.4 л_VG",116.0,0.0,153.0
1197794,"Пиво ""Балтика"" №7 ж/б,Ярославль",66.0,0.0,119.0
1876,"Пиво светлое (пастеризованное) ""Балтика классическое"" №3 ж/б,Ярославль",53.0,0.0,62.0
8535,"Пиво светлое (пастеризованное) ""Янтарное"" под товарным знаком ""ЯРПИВО"" в бут, Тула",56.0,0.0,6.0
9566,"Пиво светлое фильтрованное пастеризованное ""Жигулевское"". Стекло",48.0,0.0,90.0
9567,"Пиво светлое фильтрованное пастеризованное ""Жигулевское"". ПЭТ",120.0,0.0,90.0
9568,"Пиво светлое фильтрованное пастеризованное ""Праздничный Букет Чувашии"". а/б",56.0,0.0,74.0
9569,"Пиво светлое нефильтрованное пастеризованное ""Пенное пшеничное"". Стекло",57.0,0.0,75.0
9570,"Пиво светлое фильтрованное пастеризованное ""Праздничный Букет Чувашии"". Стекло",56.0,0.0,70.0
9571,"Пиво светлое нефильтрованное пастеризованное ""Пенное пшеничное"". ПЭТ",140.0,0.0,148.0
1107304,"Пиво светлое (пастеризованное) ""Большая Кружка Янтарное"" ПЭТ,Ярославль",115.0,0.0,13.0
1671535,"Пиво светлое пастеризованное «Три Медведя», алк. 4,7 % об. Металлическая банка вместимостью 0.45 л_V",51.0,0.0,25.0
1609074,"Пиво светлое, пастеризованное ""Горьковское Охлажденное"" ПЭТ, Ярославль",120.0,0.0,15.0
24955,"Пиво светлое ""Горьковское"" в ПЭТ,Самара",120.0,0.0,27.0
1452925,"Пиво ""Праздничный Букет Чувашии"". ПЭТ",136.0,0.0,66.0
1176446,"Пиво ""Большая Кружка Светлое"" ПЭТ, Тула",105.0,0.0,6.0
1211265,"Пиво светлое (пастеризованное) ""Крепкое"" под товарным знаком ""ЯРПИВО"" ж/б,Ярославль",68.0,0.0,11.0
1219476,"Пиво ""Жигулевское"". Стекло",48.0,0.0,138.0
1219477,"Пиво ""Жигулевское"". ПЭТ",120.0,0.0,122.0
920,"Пиво светлое (пастеризованное) ""Балтика экспортное""№7 в ж/б,Тула",85.6363636364,0.0,24.0
2457,"Напиток, изготовленный на основе пива, ""Karmi Sensual"" (""Карми Сеншуал"") с ароматом вишни, пастеризо",81.0,0.0,13.0
1225631,"Пиво ""Букет Чувашии"". Стекло",62.0,0.0,87.0
155,"Пиво светлое ""Baltika Neon Beer"" (""Балтика Неон Бир""), пастеризованное в бут, Санкт-Петербург",62.0,0.0,5.0
16295,"Пиво светлое пастеризованное «Амстел Премиум Пилсенер», алк. 4,8% об. Металлическая банка вместимост",62.0,0.0,26.0
1407644,"Пиво светлое (пастеризованное) ""Балтика Кулер"" ж/б,Ярославль",67.0,0.0,12.0
1184170,"Пиво светлое фильтрованное пастеризованное ""Букет Чувашии"". Стекло",62.0,0.0,57.0
11694,"Напиток ароматизированный, изготовленный на основе пива, ""Karmi Sensual"" (""Карми Сеншуал"") с аромато",83.0,0.0,40.0
1545137,"Пиво светлое, пастеризованное ""Горьковское Охлажденное"" Бут, Самара",49.0,0.0,20.0
1496505,"Пиво светлое пастеризованное «Гёссер», алк. 4,7 % об. Металлическая банка вместимостью 0.45 л_VG",55.0,0.0,22.0
1184710,"Пиво светлое фильтрованное пастеризованное ""Праздничный Букет Чувашии"". ПЭТ",136.0,0.0,33.0
1184711,"Пиво светлое пастеризованное ""Чебоксарское"". ПЭТ",136.0,0.0,101.0
1184713,"Пиво темное фильтрованное пастеризованное ""Леди-ночь"". Стекло",60.0,0.0,58.0
3018,"Пиво светлое ""Горьковское"" Бан, Ярославль",49.0,0.0,42.0
3021,"Пиво светлое (пастеризованное) ""Карлсберг"" (""Carlsberg"") в бут,Ярославль",56.0,0.0,40.0
3022,"Пиво светлое (пастеризованное) ""Самара Светлое"" в ПЭТ,Самара",135.0,0.0,47.0
2339288,гессер ж.б,55.0,0.0,0.0
29676,"Пиво светлое ""Чешское Живое""",98.0,0.0,2.0
1268722,"ПИВО СВЕТЛОЕ ПАСТЕРИЗОВАННОЕ ""ШИХАН"", алк. 4.7% об. ПЭТ бутылка вместимостью 1,4 л_SH",125.0,0.0,20.0
1313363,"Пиво ""Чебоксарское"". ПЭТ",136.0,0.0,149.0
41460,"Пиво светлое (пастеризованное) ""Балтика классическое"" №3 в бут,Ярославль",53.0,0.0,50.0
30201,"Пиво светлое (пастеризованное) ""Жатецкий Гусь"" (""Zatecky Gus"") ПЭТ,Ярославль",145.0,0.0,50.0
30202,"Пиво светлое пастеризованное ""Туборг Грин"" (""Tuborg Green"") в бут,Ярославль",75.0,0.0,34.0
1547946,"ПИВНОЙ НАПИТОК «СЕДОЙ УРАЛ СВЕТЛОЕ » ПАСТЕРИЗОВАННЫЙ, алк. 5,7 % об. ПЭТФ-бутылка вместимостью 1,4 л",126.0,0.0,25.0
